cust_id,year,emp_length_int,home_ownership,home_ownership_cat,income_category,income_cat,loan_amount,loan_term,loan_term_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,Account No,Transation_Date,TRANSACTION DETAILS, WITHDRAWAL AMT , DEPOSIT AMT ,BALANCE AMT,Surname,CreditScore,Geography,EstimatedSalary,Taxrating_2019,Taxrating_2018,Taxrating_2017
5908,2011,6,RENT,1,Low,1,6025, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,16.48,7063.844429,6025,0,196.26,409000005907,3-Aug-18,Indiaforensic VISA ACQ DOM030818,,3358436.60,-541619552.58,Yevseyev,526,Spain,158365.89,0,1,0
5909,2011,10,MORTGAGE,3,Low,1,12000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,4.36,15643.90238,12000,0,280.91,409000005908,3-Aug-18,Indiaforensic RUPAY POS ACQ03081,,1919868.91,-539699683.67,Manna,749,Spain,78753.12,0,1,0
5910,2011,5,MORTGAGE,3,Medium,2,30000, 60 months,2,credit_card,1,Low,1,Good Loan,0,11.71,B,2,10.67,38418.37723,30000,0,662.95,409000005909,3-Aug-18,Indiaforensic RUPAY POS C2 ACQ03,,666002.66,-539033681.01,Siciliani,691,France,100408.31,0,1,0
5911,2011,10,RENT,1,Low,1,8000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,0.77,8377.47,8000,0,275.96,409000005910,3-Aug-18,TRF TO  Indiaforensic SERVICES I,"8,500,000.00",,-547533681.01,Powell,481,France,24677.54,0,1,0
5912,2011,4,RENT,1,High,3,12000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,19.42,E,5,16.5,18387.2016,12000,0,314.07,409000005911,3-Aug-18,Indiaforensic MASTER INT 020818,,38564.42,-547495116.59,Bazarova,752,France,39570.78,0,1,0
5913,2011,6,MORTGAGE,3,Medium,2,21000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,12.16,25259.24472,21000,0,701.73,409000005912,3-Aug-18,Indiaforensic VISA ACQ INT 01081,,5531.99,-547489584.60,White,658,France,155665.76,0,1,0
5914,2011,5,RENT,1,Low,1,20000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,18.64,E,5,22.35,25714.72,15251.56,0,514.86,409000005913,4-Aug-18,Indiaforensic RUPAY POS C2 ACQ04,,668470.29,-546821114.31,Buda,679,Spain,168294.27,0,1,0
5915,2011,10,MORTGAGE,3,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.51,A,1,15.16,10123.71,10000,0,311.11,409000005914,4-Aug-18,Indiaforensic VISA ACQ DOM040818,,3198963.45,-543622150.86,Cattaneo,754,Germany,87908.01,0,1,0
5916,2011,2,RENT,1,Low,1,6000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,24.82,6534.01,6000,0,187.75,409000005915,4-Aug-18,Indiaforensic RUPAY POS ACQ04081,,2119957.61,-541502193.25,Lo,679,France,191198.92,0,1,0
5917,2011,10,RENT,1,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,9.67,10616.54,10000,0,335.45,409000005916,4-Aug-18,TRF TO  Indiaforensic SERVICES I,"4,000,000.00",,-545502193.25,Brown,633,Spain,191207.03,0,1,0
5918,2011,10,RENT,1,Medium,2,16000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,12.16,17530.47612,16000,0,486.97,409000005917,4-Aug-18,TRF TO  Indiaforensic SERVICES I,"2,000,000.00",,-547502193.25,Rose,674,France,128954.05,0,1,0
5919,2011,4,MORTGAGE,3,Medium,2,28000, 60 months,2,major_purchase,8,Low,1,Good Loan,0,12.42,B,2,6.66,32867.51,28000,0,628.81,409000005918,4-Aug-18,TRF TO  Indiaforensic SERVICES I,"500,000.00",,-548002193.25,Lombardo,600,Germany,59905.29,0,1,0
5920,2011,9,RENT,1,Low,1,10000, 60 months,2,moving,10,High,2,Bad Loan,1,19.03,E,5,23.12,2852.63,1202.22,0,259.58,409000005919,6-Aug-18,Indiaforensic VISA ACQ DOM050818,,1997.00,-548000196.25,McMillan,645,Spain,162012.60,0,1,0
5921,2011,6,RENT,1,Medium,2,10650, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,19.42,E,5,18.12,16279.0785,10650,0,278.74,409000005920,6-Aug-18,Indiaforensic RUPAY POS ACQ05081,,1735960.81,-546264235.44,Howe,698,France,19231.98,0,1,0
5922,2011,0.5,MORTGAGE,3,Medium,2,7100, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,13.57,8115.1333,7100,0,225.45,409000005921,6-Aug-18,Indiaforensic VISA ACQ DOM060818,,6157567.12,-540106668.32,Hsu,508,Spain,175749.36,0,1,0
5923,2011,10,MORTGAGE,3,Medium,2,21000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,19.91,E,5,11.28,31939.07995,21000,0,555.33,409000005922,6-Aug-18,Indiaforensic RUPAY POS ACQ06081,,2288150.04,-537818518.28,Han,555,France,60533.96,0,1,0
5924,2011,6,OWN,2,Low,1,18000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,17.58,D,4,22.73,5910.6,2680.07,11.69,452.98,409000005923,6-Aug-18,Indiaforensic MSTR ACQ DOM04-060,,7393401.46,-530425116.82,Calabrese,751,France,137508.42,0,1,0
5925,2011,8,MORTGAGE,3,Medium,2,35000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,7.54,39384.62,35000,0,1111.37,409000005924,6-Aug-18,Indiaforensic RUPAY POS C2 ACQ06,,550324.20,-529874792.62,Riley,738,France,189430.86,0,1,0
5926,2011,5,RENT,1,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.51,A,1,10.2,11073.9,10000,0,311.11,409000005925,6-Aug-18,Indiaforensic MASTER INT 030818,,1017.61,-529873775.01,Biryukov,706,Germany,6723.66,0,1,0
5927,2011,8,RENT,1,Low,1,15000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,23,15662.44,15000,0,345.08,409000005926,6-Aug-18,TRF TO  Indiaforensic SERVICES I,"10,000,000.00",,-539873775.01,Broadhurst,595,France,41371.68,0,1,0
5928,2011,3,MORTGAGE,3,Low,1,18000, 60 months,2,small_business,3,High,2,Good Loan,0,13.49,C,3,29.3,24147.92016,18000,0,414.09,409000005927,6-Aug-18,TRF TO  Indiaforensic SERVICES I,"7,800,000.00",,-547673775.01,Genovesi,577,Germany,125140.72,0,1,0
5929,2011,10,MORTGAGE,3,Medium,2,4800, 36 months,1,medical,9,Low,1,Good Loan,0,11.71,B,2,8.73,5216.35,4800,0,158.77,409000005928,7-Aug-18,Indiaforensic VISA ACQ DOM070818,,3991059.33,-543682715.68,Hsieh,578,Germany,143683.75,0,1,0
5930,2011,3,OWN,2,Low,1,3000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,2.48,3359.680796,3000,0,93.88,409000005929,7-Aug-18,Indiaforensic RUPAY POS ACQ07081,,1840178.24,-541842537.44,Kemp,699,France,170770.44,0,1,0
5931,2011,3,OWN,2,Low,1,24000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,16.48,26576.89,24000,0,773.4,409000005930,7-Aug-18,Indiaforensic MASTER ACQ DOM0708,,356189.49,-541486347.95,Chukwudi,826,France,157397.57,0,1,0
5932,2011,10,MORTGAGE,3,Low,1,3000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,0.5,3378.52,3000,0,97.72,409000005931,7-Aug-18,TRF TO  Indiaforensic SERVICES I,"6,400,000.00",,-547886347.95,Iqbal,656,Germany,50595.15,0,1,0
5933,2011,8,MORTGAGE,3,Low,1,22000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,27.96,27200.41,22000,0,497.09,409000005932,7-Aug-18,Indiaforensic MASTER INT 040818,,2793.28,-547883554.67,Teng,556,France,50390.98,0,1,0
5934,2011,10,OWN,2,Low,1,20000, 60 months,2,credit_card,1,Low,1,Good Loan,0,11.71,B,2,7.58,21267.54,20000,0,441.97,409000005933,7-Aug-18,Indiaforensic RUPAY POS C2 ACQ07,,691905.97,-547191648.70,Tao,569,France,163150.03,0,1,0
5935,2011,2,RENT,1,Low,1,6500, 36 months,1,wedding,5,High,2,Good Loan,0,13.49,C,3,13.43,7851.555698,6500,0,220.55,409000005934,7-Aug-18,Indiaforensic VISA ACQ INT 03081,,1390.73,-547190257.97,Chinedum,765,France,138280.17,0,1,0
5936,2011,10,RENT,1,Low,1,12000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,4.96,14287.73902,12000,0,396.92,409000005935,8-Aug-18,Indiaforensic MASTER ACQ DOM0908,,4429078.72,-542761179.25,Stevenson,544,Spain,135067.02,0,1,0
5937,2011,3,MORTGAGE,3,Low,1,12725, 36 months,1,credit_card,1,Low,1,Good Loan,0,12.42,B,2,5.46,15216.50977,12725,0,425.21,409000005936,8-Aug-18,Indiaforensic VISA ACQ DOM080818,,3093491.53,-539667687.72,Duncan,588,Spain,163534.75,0,1,0
5938,2011,6,MORTGAGE,3,Medium,2,35000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,8.96,46892.77779,34999.98,0,805.17,409000005937,8-Aug-18,Indiaforensic RUPAY POS ACQ08081,,1452095.46,-538215592.26,Garrett,740,Spain,86657.48,0,1,0
5939,2011,5,MORTGAGE,3,Low,1,21000, 36 months,1,medical,9,Low,1,Good Loan,0,8.9,A,1,8.47,24003.21179,21000,0,666.82,409000005938,8-Aug-18,TRF TO  Indiaforensic SERVICES I,"10,000,000.00",,-548215592.26,Yao,850,Spain,162087.82,0,1,0
5940,2011,0.5,RENT,1,Low,1,6000, 36 months,1,other,4,High,2,Good Loan,0,15.96,C,3,10.54,7587.47555,6000,0,210.83,409000005939,8-Aug-18,Indiaforensic RUPAY POS C2 ACQ08,,616577.17,-547599015.09,He,766,Germany,28879.30,0,1,0
5941,2011,3,OWN,2,Low,1,18000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,24.12,19364.94,18000,0,414.09,409000005940,8-Aug-18,Indiaforensic MASTER INT 070818,,2010.10,-547597004.99,Mazzi,849,France,169203.51,0,1,0
5942,2011,6,RENT,1,Low,1,2400, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,18.16,2813.152487,2400,0,78.18,409000005941,8-Aug-18,TRF TO  Indiaforensic SERVICES I,"600,000.00",,-548197004.99,Edwards,612,France,102426.12,0,1,0
5943,2011,4,MORTGAGE,3,Low,1,6000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,3.64,6679.2,6000,0,187.75,409000005942,8-Aug-18,Indiaforensic VISA ACQ INT 04081,,14577.06,-548182427.93,Lucchesi,517,Germany,54676.10,0,1,0
5944,2011,6,RENT,1,Low,1,12650, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.62,A,1,18.24,13579.85,12650,0,388.41,409000005943,8-Aug-18,Indiaforensic VISA ACQ INT 05081,,7624.11,-548174803.82,Siciliani,645,France,18369.33,0,1,0
5945,2011,2,RENT,1,Low,1,25975, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,17.27,D,4,22.55,29188.67,25975,0,649.33,409000005944,9-Aug-18,Indiaforensic MASTER ACQ DOM0908,,2734406.19,-545440397.63,Shih,696,Germany,159888.10,0,1,0
5946,2011,10,RENT,1,Low,1,4500, 36 months,1,other,4,Low,1,Bad Loan,1,12.42,B,2,15.23,2984.63,2161.05,133.86,150.37,409000005945,9-Aug-18,Indiaforensic VISA ACQ DOM090818,,3533239.51,-541907158.12,Logue,716,France,167636.15,0,1,0
5947,2011,8,MORTGAGE,3,Low,1,12000, 36 months,1,small_business,3,Low,1,Good Loan,0,9.91,B,2,18.46,12725.05,12000,0,386.7,409000005946,9-Aug-18,Indiaforensic RUPAY POS ACQ09081,,1594196.83,-540312961.29,Rechner,590,France,138889.15,0,1,0
5948,2011,4,MORTGAGE,3,Low,1,24000, 60 months,2,credit_card,1,High,2,Good Loan,0,22.06,F,6,15.67,32626.95,24000,0,663.68,409000005947,9-Aug-18,TRF TO  Indiaforensic SERVICES I,"7,900,000.00",,-548212961.29,O'Brien,656,France,199392.14,0,1,0
5949,2011,6.05,OWN,2,Low,1,14000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,18.18,15282.04,14000,0,451.15,409000005948,9-Aug-18,Indiaforensic RUPAY POS C2 ACQ09,,539209.85,-547673751.44,Stewart,473,Germany,189560.43,0,1,0
5950,2011,3,MORTGAGE,3,Low,1,18000, 36 months,1,debt_consolidation,6,Low,1,Bad Loan,1,12.69,B,2,14.33,10890.2,7644.92,604.08,603.81,409000005949,9-Aug-18,Indiaforensic MASTER INT 080818,,3262.44,-547670489.00,Batt,742,Germany,17375.27,0,1,0
5951,2011,5,RENT,1,Low,1,6300, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,9.57,7228.4,6300,0,205.22,409000005950,9-Aug-18,Indiaforensic VISA ACQ INT 07081,,5832.89,-547664656.11,Hope,834,Germany,140225.14,0,1,0
5952,2011,2,RENT,1,Low,1,12000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,13.49,C,3,16.22,3094.66,1327.55,613,276.06,409000005951,10-Aug-18,Indiaforensic VISA ACQ DOM100818,,3674356.61,-543990299.50,Ahmed,721,France,61018.85,0,1,0
5953,2011,10,OWN,2,Medium,2,30000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,5.06,39284.12592,30000,0,690.15,409000005952,10-Aug-18,Indiaforensic RUPAY POS ACQ10081,,1719972.28,-542270327.22,Pearson,590,Spain,51907.72,0,1,0
5954,2011,6,MORTGAGE,3,Low,1,14275, 60 months,2,home_improvement,7,High,2,Good Loan,0,20.3,E,5,19.31,20599.32166,14275,0,380.59,409000005953,10-Aug-18,Indiaforensic MASTER ACQ DOM1008,,2976343.33,-539293983.89,Kruglov,516,Spain,47018.75,0,1,0
5955,2011,6,MORTGAGE,3,Low,1,5600, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,22.29,6661.866876,5600,0,185.23,409000005954,10-Aug-18,TRF TO  Indiaforensic SERVICES I,"8,900,000.00",,-548193983.89,Gordon,850,France,33700.52,0,1,0
5956,2011,6.05,OWN,2,Low,1,29175, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,10.65,B,2,26.14,32035.98,23717.98,0,629.26,409000005955,10-Aug-18,Indiaforensic RUPAY POS C2 ACQ10,,740399.39,-547453584.50,Trujillo,748,France,59636.43,0,1,0
5957,2011,1,RENT,1,Medium,2,8000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,16.29,D,4,17.63,9621.86,8000,0,282.41,409000005956,10-Aug-18,Indiaforensic MASTER INT 090818,,3624.55,-547449959.95,Pagnotto,798,Germany,157147.59,0,1,0
5958,2011,1,RENT,1,Low,1,9600, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,14.5,10953.03,9600,0,329.37,409000005957,10-Aug-18,Indiaforensic VISA ACQ INT 08081,,16246.02,-547433713.93,Horton,612,Germany,191393.26,0,1,0
5959,2011,4,MORTGAGE,3,Low,1,12000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,22.35,F,6,23,17483.22387,12000,0,333.82,409000005958,13-Aug-18,Indiaforensic VISA ACQ DOM110818,,3813353.52,-543620360.41,DeRose,540,France,199862.75,0,1,0
5960,2011,6,MORTGAGE,3,Medium,2,28000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,8.9,A,1,4.95,32004.01967,28000,0,889.09,409000005959,13-Aug-18,Indiaforensic RUPAY POS ACQ11081,,1799837.52,-541820522.89,Chiang,719,Spain,20016.59,0,1,0
5961,2011,4,MORTGAGE,3,Low,1,7000, 36 months,1,credit_card,1,Low,1,Good Loan,0,6.03,A,1,18.76,7669.577437,7000,0,213.05,409000005960,13-Aug-18,Indiaforensic RUPAY POS ACQ12081,,2405658.23,-539414864.66,Gill,598,France,30635.52,0,1,0
5962,2011,2,MORTGAGE,3,Low,1,12800, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,8.97,14740.7,10324.22,0,289.22,409000005961,13-Aug-18,Indiaforensic MASTER ACQ DOM1308,,7784381.35,-531630483.31,Trevisano,796,Spain,117832.88,0,1,0
5963,2011,3,RENT,1,Low,1,29000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,21.77,34655.47313,29000,0,972.81,409000005962,13-Aug-18,Indiaforensic VISA ACQ DOM130818,,6140621.11,-525489862.20,Morrison,579,Germany,22497.10,0,1,0
5964,2011,7,RENT,1,Low,1,8400, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,24.62,9743.379562,8400,0,270.69,409000005963,13-Aug-18,Indiaforensic RUPAY POS ACQ13081,,2227181.93,-523262680.27,Onuora,850,Germany,747.88,0,1,0
5965,2011,3,MORTGAGE,3,Low,1,14825, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.03,A,1,13.94,16223.91847,14825,0,451.21,409000005964,13-Aug-18,TRF TO  Indiaforensic SERVICES I,"4,000,000.00",,-527262680.27,Ikenna,599,Spain,76870.81,0,1,0
5966,2011,5,RENT,1,Low,1,10000, 36 months,1,other,4,Low,1,Good Loan,0,8.9,A,1,18.46,11430.01593,10000,0,317.54,409000005965,13-Aug-18,TRF TO  Indiaforensic SERVICES I,"2,000,000.00",,-529262680.27,Mancini,724,France,107848.24,0,1,0
5967,2011,9,RENT,1,Low,1,12600, 36 months,1,credit_card,1,Low,1,Good Loan,0,10.65,B,2,15.63,14773.92262,12600,0,410.43,409000005966,13-Aug-18,NEFT CHARGES AND GST/0000,29.5,,-529262709.77,Moss,508,France,103726.71,0,1,0
5968,2011,4,MORTGAGE,3,Low,1,20000, 60 months,2,credit_card,1,Low,1,Good Loan,0,10.65,B,2,16.35,24145.13046,20000,0,431.37,409000005967,13-Aug-18,NEFT/000046766266/Indiaforensic,"15,000,000.00",,-544262709.77,Ting,773,Spain,178268.36,0,1,0
5969,2011,10,MORTGAGE,3,High,3,31400, 36 months,1,small_business,3,High,2,Good Loan,0,14.27,C,3,7.86,38777.00276,31400,0,1077.3,409000005968,13-Aug-18,Indiaforensic RUPAY POS C2 ACQ13,,529291.20,-543733418.57,Tai,526,France,126281.83,0,1,0
5970,2011,0.5,RENT,1,Low,1,8000, 36 months,1,small_business,3,Low,1,Good Loan,0,7.9,A,1,16.06,8682.39,8000,0,250.33,409000005969,13-Aug-18,TRF TO  Indiaforensic SERVICES I,"4,000,000.00",,-547733418.57,Pan,542,France,196651.72,0,1,0
5971,2011,6.05,MORTGAGE,3,Low,1,30000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,9.19,32439.75,24504.47,0,636.09,409000005970,14-Aug-18,Indiaforensic MASTER INT 130818,,4110.93,-547729307.64,Wilson,470,France,5962.30,0,1,0
5972,2011,2,RENT,1,Low,1,11000, 60 months,2,small_business,3,High,2,Good Loan,0,17.27,D,4,11.97,16245.72,11000,0,274.98,409000005971,14-Aug-18,Indiaforensic MASTER ACQ DOM1408,,2486077.35,-545243230.29,Bianchi,805,Spain,21928.81,0,1,0
5973,2011,0.5,RENT,1,Low,1,12000, 36 months,1,car,2,Low,1,Good Loan,0,6.03,A,1,5.52,13079.50394,12000,0,365.23,409000005972,14-Aug-18,Indiaforensic VISA ACQ DOM140818,,3662821.93,-541580408.36,Holman,548,Germany,127022.87,0,1,0
5974,2011,6.05,MORTGAGE,3,Low,1,13700, 60 months,2,home_improvement,7,High,2,Good Loan,0,18.64,E,5,5.09,20582.37578,13700,0,352.68,409000005973,14-Aug-18,Indiaforensic RUPAY POS ACQ14081,,1918832.75,-539661575.61,Obidimkpa,672,France,162763.01,0,1,0
5975,2011,3,MORTGAGE,3,Low,1,4625, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,28.51,5001.29,3776.6,0,98.07,409000005974,14-Aug-18,Indiaforensic RUPAY POS C2 ACQ14,,350602.07,-539310973.54,Wallace,773,France,113950.51,0,1,0
5976,2011,1,RENT,1,Low,1,7250, 36 months,1,credit_card,1,Low,1,Good Loan,0,10.65,B,2,14.08,8498.310898,7250,0,236.16,409000005975,14-Aug-18,Indiaforensic VISA ACQ INT 10081,,2484.96,-539308488.58,Ash,614,France,104930.46,0,1,0
5977,2011,3,MORTGAGE,3,Low,1,8500, 36 months,1,debt_consolidation,6,Low,1,Bad Loan,1,12.42,B,2,8.94,6761.81,4791.09,516.65,284.03,409000005976,14-Aug-18,TRF TO  Indiaforensic SERVICES I,"8,900,000.00",,-548208488.58,Ku,537,France,52337.97,0,1,0
5978,2011,0.5,RENT,1,Low,1,5000, 36 months,1,small_business,3,Low,1,Good Loan,0,8.9,A,1,18.54,5523.41,5000,0,158.77,409000005977,16-Aug-18,Indiaforensic VISA ACQ DOM150818,,4374248.60,-543834239.98,Uspensky,704,France,179964.55,0,1,0
5979,2011,6.05,OWN,2,Low,1,20000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.71,B,2,18.33,20195.74,20000,0,441.97,409000005978,16-Aug-18,Indiaforensic RUPAY POS ACQ15081,,1966311.39,-541867928.59,Shih,586,Spain,83753.64,0,1,0
5980,2011,7,MORTGAGE,3,Low,1,7200, 36 months,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,7.82,8570.9467,7200,0,238.15,409000005979,16-Aug-18,TRF TO  Indiaforensic SERVICES I,"3,000,000.00",,-544867928.59,Kumm,677,France,182913.95,0,1,0
5981,2011,10,MORTGAGE,3,Low,1,21000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,17.27,D,4,19.51,26246.77,16133.4,0,524.96,409000005980,16-Aug-18,TRF TO  Indiaforensic SERVICES I,"3,000,000.00",,-547867928.59,Carey,558,Spain,166720.28,0,1,0
5982,2011,10,MORTGAGE,3,Low,1,12000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.51,A,1,14.36,13168.14,12000,0,373.33,409000005981,16-Aug-18,Indiaforensic VISA ACQ DOM160818,,3196572.65,-544671355.94,Farber,634,Germany,192721.98,0,1,0
5983,2011,9,RENT,1,Low,1,18000, 60 months,2,credit_card,1,High,2,Good Loan,0,18.25,D,4,23,25226.95022,18000,0,459.54,409000005982,16-Aug-18,Indiaforensic RUPAY POS ACQ16081,,2485112.43,-542186243.51,Calabrese,655,Germany,180241.44,0,1,0
5984,2011,5,RENT,1,Low,1,21250, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,24.11,G,7,22.59,10258.65,1380.65,3322.86,612.68,409000005983,16-Aug-18,Indiaforensic MASTER ACQ DOM15-1,,5082342.79,-537103900.72,Findlay,619,Germany,48475.12,0,1,0
5985,2011,10,MORTGAGE,3,Low,1,2200, 36 months,1,vacation,11,Low,1,Good Loan,0,12.42,B,2,6.35,2222.88,2200,0,73.52,409000005984,16-Aug-18,Indiaforensic VISA ACQ INT 11081,,5892.00,-537098008.72,Yu,662,France,126551.48,0,1,0
5986,2011,8,MORTGAGE,3,Low,1,35000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,23.13,G,7,7.82,47183.29,35000,0,989.29,409000005985,16-Aug-18,Indiaforensic VISA ACQ INT 13081,,5084.70,-537092924.02,Edments,705,Spain,64872.55,0,1,0
5987,2011,10,RENT,1,Low,1,16000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,13.49,C,3,18.36,5149.34,2834.38,0,368.08,409000005986,16-Aug-18,Indiaforensic MASTER INT 150818,,2739.33,-537090184.69,Brown,527,Spain,98031.53,0,1,0
5988,2011,10,MORTGAGE,3,Low,1,16000, 60 months,2,small_business,3,High,2,Bad Loan,1,16.29,D,4,28.53,8517.99,3973.42,691.39,391.56,409000005987,16-Aug-18,TRF TO  Indiaforensic SERVICES I,"10,000,000.00",,-547090184.69,Lindon,630,Germany,93524.22,0,1,0
5989,2011,2,RENT,1,Low,1,4200, 36 months,1,medical,9,High,2,Good Loan,0,14.27,C,3,14.3,5037.06,4200,0,144.1,409000005988,16-Aug-18,TRF TO  Indiaforensic SERVICES I,"1,000,000.00",,-548090184.69,Chukwudi,850,France,56991.66,0,1,0
5990,2011,6.05,RENT,1,Low,1,2000, 36 months,1,small_business,3,Low,1,Good Loan,0,10.65,B,2,14.1,2344.152379,2000,0,65.15,409000005989,16-Aug-18,Indiaforensic RUPAY POS C2 ACQ16,,639214.75,-547450969.94,Caldwell,668,France,183980.56,0,1,0
5991,2011,4,RENT,1,Low,1,4000, 36 months,1,medical,9,High,2,Good Loan,0,13.49,C,3,13.41,4882.912722,4000,0,135.73,409000005990,16-Aug-18,MDR REIMBURSEMENT Q1-2018,,225649.03,-547225320.91,Li Fonti,573,France,130234.63,0,1,0
5992,2011,1,RENT,1,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.51,A,1,27.36,11027.1,10000,0,311.11,409000005991,17-Aug-18,TRF TO  Indiaforensic SERVICES I,"500,000.00",,-547725320.91,Pitcher,680,France,32454.26,0,1,0
5993,2011,5,RENT,1,Low,1,14400, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,16.54,20438.12713,14400,0,356.1,409000005992,17-Aug-18,TRF TO  Indiaforensic SERVICES I,"500,000.00",,-548225320.91,Capon,758,France,75396.43,0,1,0
5994,2011,1,RENT,1,Low,1,14000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,18.64,E,5,23.64,21150.46135,14000,0,360.41,409000005993,17-Aug-18,Indiaforensic RUPAY POS ACQ17081,,1748185.48,-546477135.43,Kable,597,France,167756.45,0,1,0
5995,2011,2,RENT,1,Low,1,12000, 36 months,1,major_purchase,8,Low,1,Good Loan,0,6.62,A,1,9.44,12314.06,12000,0,368.45,409000005994,17-Aug-18,Indiaforensic RUPAY POS C2 ACQ17,,732649.70,-545744485.73,Lo Duca,580,Germany,24799.47,0,1,0
5996,2011,4,RENT,1,Low,1,9600, 36 months,1,other,4,Low,1,Good Loan,0,7.9,A,1,20.56,10813.13816,9600,0,300.39,409000005995,17-Aug-18,TRF TO  Indiaforensic SERVICES I,"1,700,000.00",,-547444485.73,Kulikova,622,France,60429.43,0,1,0
5997,2011,5,RENT,1,Low,1,18825, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,22.74,20957.62,18825,0,589.04,409000005996,18-Aug-18,Indiaforensic VISA ACQ DOM170818,,3019250.24,-544425235.49,Navarrete,638,Germany,74241.09,0,1,0
5998,2011,10,OWN,2,Low,1,11500, 36 months,1,other,4,Low,1,Good Loan,0,6.03,A,1,7.26,12599.98803,11500,0,350.01,409000005997,18-Aug-18,Indiaforensic VISA ACQ DOM180818,,3121194.10,-541304041.39,Huguley,640,France,78310.82,0,1,0
5999,2011,1,RENT,1,Low,1,5500, 36 months,1,credit_card,1,Low,1,Good Loan,0,7.9,A,1,25.48,6132.1,5500,0,172.1,409000005998,18-Aug-18,Indiaforensic RUPAY POS ACQ18081,,682930.85,-540621110.54,Han,644,Spain,119419.37,0,1,0
6000,2011,10,MORTGAGE,3,Low,1,19075, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,14.08,23747.61,19075,0,438.82,409000005999,18-Aug-18,Indiaforensic VISA ACQ INT 14081,,6147.37,-540614963.17,Horsley,753,France,91305.77,0,1,0
